Food,Measure,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category
Peppers canned,1 pod,1.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.05263157894736842,Vegetables R-Z
"Peppers Raw, green, sweet",1 large,1.0,0.25,0.01,0.0,0.0,0.013999999999999999,0.06,Vegetables R-Z
Peppers with beef and crumbs,1 med.,1.0,1.7,0.12666666666666668,0.06,0.05333333333333334,0.006666666666666667,0.16,Vegetables R-Z
"Potatoes, baked",1 med.,1.0,1.0,0.02,0.0,0.0,0.005,0.22,Vegetables R-Z
French-fried,10 pieces,1.0,2.5833333333333335,-0.016666666666666666,0.11666666666666667,0.05,0.006666666666666667,0.3333333333333333,Vegetables R-Z
Potatoes Mashed with milk and butter,1 cup,1.0,1.15,0.02,0.06,0.055,0.0034999999999999996,0.14,Vegetables R-Z
"Potatoes, pan-tried",3/4 cup,1.0,2.68,0.04,0.14,0.06,0.004,0.33,Vegetables R-Z
Scalloped with cheese potatoes,3/4 cup,1.0,1.45,0.06,0.08,0.07,0.004,0.14,Vegetables R-Z
Steamed potatoes before peeling,1 med.,1.0,0.8,0.02,0.0,0.0,0.004,0.19,Vegetables R-Z
Potato chips,10,1.0,5.5,0.05,0.35,0.2,0.0,0.5,Vegetables R-Z
Radishes,5 small,1.0,0.2,0.0,0.0,0.0,0.006,0.04,Vegetables R-Z
Rutabagas,4 cups,1.0,0.32,0.0,0.0,0.0,0.013999999999999999,0.08,Vegetables R-Z
Soybeans,1 cup,1.0,1.3,0.11,0.055,0.0,0.016,0.1,Vegetables R-Z
Spinach,1 cup,1.0,0.26,0.03,0.0,0.0,0.01,0.03,Vegetables R-Z
Squash,1 cup,1.0,0.16666666666666666,0.004761904761904762,0.0,0.0,0.002857142857142857,0.0380952380952381,Vegetables R-Z
"Winter, mashed",1 cup,1.0,0.475,0.02,0.0,0.0,0.013000000000000001,0.115,Vegetables R-Z
Sweet potatoes,1 med.,1.0,1.4090909090909092,0.01818181818181818,0.00909090909090909,0.0,0.00909090909090909,0.32727272727272727,Vegetables R-Z
Candied,1 med.,1.0,1.3428571428571427,0.011428571428571429,0.03428571428571429,0.02857142857142857,0.008571428571428572,0.45714285714285713,Vegetables R-Z
Tomatoes,1 cup,1.0,0.20833333333333334,0.008333333333333333,0.0,0.0,0.004166666666666667,0.0375,Vegetables R-Z
"Raw, 2 by 2 1/2",1 med.,1.0,0.2,0.006666666666666667,0.0,0.0,0.004,0.04,Vegetables R-Z
Tomato juice,1 cup,1.0,0.20833333333333334,0.008333333333333333,0.0,0.0,0.0025,0.041666666666666664,Vegetables R-Z
Tomato catsup,1 T.,1.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.23529411764705882,Vegetables R-Z
Turnip greens,1 cup,1.0,0.3103448275862069,0.027586206896551724,0.006896551724137931,0.0,0.012413793103448275,0.05517241379310345,Vegetables R-Z
"Turnips, steamed",1 cup,1.0,0.25806451612903225,0.0064516129032258064,0.0,0.0,0.011612903225806452,0.05806451612903226,Vegetables R-Z
"Watercress stems, raw",1 cup,1.0,0.18,0.02,0.0,0.0,0.006,0.02,Fruits A-F
Apple juice canned,1 cup,1.0,0.5,0.0,0.0,0.0,0.0,0.136,Fruits A-F
Apple vinegar,1/3 cup,1.0,0.14,0.0,0.0,0.0,0.0,0.03,Fruits A-F
"Apples, raw",1 med,1.0,0.5384615384615384,0.0,0.0,0.0,0.007692307692307693,0.13846153846153847,Fruits A-F
Stewed or canned,1 cup,1.0,0.4166666666666667,0.0,0.0,0.0,0.008333333333333333,0.10833333333333334,Fruits A-F
Apricots,1 cup,1.0,0.88,0.008,0.0,0.0,0.004,0.228,Fruits A-F
"Dried, uncooked",1/2 cup,1.0,2.933333333333333,0.05333333333333334,0.0,0.0,0.013333333333333334,0.6666666666666666,Fruits A-F
Fresh,3 med.,1.0,0.4824561403508772,0.008771929824561403,0.0,0.0,0.0061403508771929825,0.12280701754385964,Fruits A-F
"Nectar, or juice",1 cup,1.0,0.56,0.004,0.0,0.0,0.008,0.144,Fruits A-F
Avocado,1/2 large,1.0,1.712962962962963,0.018518518518518517,0.16666666666666666,0.1111111111111111,0.016666666666666666,0.05555555555555555,Fruits A-F
Banana,1 med.,1.0,0.5666666666666667,0.006666666666666667,0.0,0.0,0.006,0.15333333333333332,Fruits A-F
Blackberries,1 cup,1.0,0.5902777777777778,0.013888888888888888,0.006944444444444444,0.0,0.04583333333333333,0.13194444444444445,Fruits A-F
Blueberries,1 cup,1.0,0.98,0.004,0.0,0.0,0.008,0.26,Fruits A-F
Cantaloupe,1/2 med.,1.0,0.10526315789473684,0.002631578947368421,0.0,0.0,0.005789473684210527,0.02368421052631579,Fruits A-F
Cherries,1 cup,1.0,0.38910505836575876,0.007782101167315175,0.0038910505836575876,0.0,0.007782101167315175,0.10116731517509728,Fruits A-F
"Fresh, raw",1 cup,1.0,0.5701754385964912,0.008771929824561403,0.0,0.0,0.007017543859649123,0.13157894736842105,Fruits A-F
Cranberry sauce sweetened,1 cup,1.0,1.9133574007220218,0.0,0.0,0.0,0.004332129963898917,0.5126353790613718,Fruits A-F
Dates,1 cup,1.0,2.837078651685393,0.02247191011235955,0.0,0.0,0.020224719101123598,0.7528089887640449,Fruits A-F
Figs,2,1.0,2.857142857142857,0.047619047619047616,0.0,0.0,0.04523809523809524,0.7142857142857143,Fruits A-F
"Fresh, raw figs",3 med.,1.0,0.7894736842105263,0.017543859649122806,0.0,0.0,0.008771929824561403,0.19298245614035087,Fruits A-F
figs Canned with syrup ,3,1.0,1.1304347826086956,0.008695652173913044,0.0,0.0,0.008695652173913044,0.2782608695652174,Fruits A-F
"Fruit cocktail, canned",1 cup,1.0,0.76171875,0.00390625,0.0,0.0,0.001953125,0.1953125,Fruits A-F
Grapefruit sections,1 cup,1.0,0.68,0.004,0.0,0.0,0.002,0.176,Fruits G-P
"Grapefruit, fresh, 5"" diameter",1/2,1.0,0.17543859649122806,0.0035087719298245615,0.0,0.0,0.0035087719298245615,0.04912280701754386,Fruits G-P
Grapefruit juice,1 cup,1.0,0.4,0.004,0.0,0.0,0.004,0.096,Fruits G-P
Grapes,1 cup,1.0,0.45751633986928103,0.006535947712418301,0.0,0.0,0.005228758169934641,0.10457516339869281,Fruits G-P
"European, as Muscat, Tokay",1 cup,1.0,0.625,0.00625,0.0,0.0,0.0043749999999999995,0.1625,Fruits G-P
Grape juice,1 cup,1.0,0.64,0.004,0.0,0.0,0.0,0.168,Fruits G-P
Lemon juice,1/2 cup,1.0,0.24,0.0,0.0,0.0,0.0,0.08,Fruits G-P
Lemonade concentratefrozen,6-oz. can,1.0,1.9545454545454546,0.0,0.0,0.0,0.0,0.509090909090909,Fruits G-P
Limeade concentrate frozen,6-oz. can,1.0,1.8577981651376148,0.0,0.0,0.0,0.0,0.4954128440366973,Fruits G-P
Olives large,10,1.0,1.1076923076923078,0.015384615384615385,0.15384615384615385,0.13846153846153847,0.012307692307692308,0.046153846153846156,Fruits G-P
OlivesRipe,10,1.0,1.6153846153846154,0.015384615384615385,0.2,0.18461538461538463,0.015384615384615385,0.015384615384615385,Fruits G-P
"Oranges 3"" diameter",1 med.,1.0,0.3333333333333333,0.011111111111111112,0.0,0.0,0.005555555555555556,0.08888888888888889,Fruits G-P
Orange juice,8 oz. or,1.0,0.448,0.008,0.0,0.0,0.0008,0.1,Fruits G-P
Frozen ,6-oz. can,1.0,1.5714285714285714,0.009523809523809525,0.0,0.0,0.0019047619047619048,0.37142857142857144,Fruits G-P
Papaya,1/2 med.,1.0,0.375,0.005,0.0,0.0,0.009000000000000001,0.09,Fruits G-P
Peaches,1 cup,1.0,0.7782101167315175,0.0038910505836575876,0.0,0.0,0.0038910505836575876,0.20233463035019456,Fruits G-P
"Fresh, raw",1 med.,1.0,0.30701754385964913,0.008771929824561403,0.0,0.0,0.005263157894736842,0.08771929824561403,Fruits G-P
Pears,1 cup,1.0,0.7647058823529411,0.00392156862745098,0.0,0.0,0.00784313725490196,0.19607843137254902,Fruits G-P
"Raw, 3 by 2V",1 med.,1.0,0.5494505494505495,0.005494505494505495,0.005494505494505495,0.0,0.01098901098901099,0.13736263736263737,Fruits G-P
Persimmons,1 med.,1.0,0.6,0.008,0.0,0.0,0.016,0.16,Fruits G-P
Pineapple,1 large slice,1.0,0.7786885245901639,0.0,0.0,0.0,0.003278688524590164,0.21311475409836064,Fruits G-P
Pineapple Crushed,1 cup,1.0,0.7884615384615384,0.0038461538461538464,0.0,0.0,0.002692307692307692,0.21153846153846154,Fruits G-P
"Raw, diced",1 cup,1.0,0.5357142857142857,0.007142857142857143,0.007142857142857143,0.0,0.004285714285714286,0.1357142857142857,Fruits G-P
Pineapple juice,1 cup,1.0,0.48,0.004,0.0,0.0,0.0008,0.128,Fruits G-P
Plums,1 cup,1.0,0.72265625,0.00390625,0.0,0.0,0.002734375,0.1953125,Fruits G-P
"Raw, 2"" diameter",1,1.0,0.5,0.0,0.0,0.0,0.0033333333333333335,0.11666666666666667,Fruits G-P
Prunes,1 cup,1.0,1.1111111111111112,0.011111111111111112,0.003703703703703704,0.0,0.0029629629629629632,0.3,Fruits G-P
Prune juice,1 cup,1.0,0.7083333333333334,0.004166666666666667,0.0,0.0,0.0029166666666666664,0.1875,Fruits G-P
Raisins,1/2 cup,1.0,2.6136363636363638,0.022727272727272728,0.0,0.0,0.007954545454545454,0.9318181818181818,Fruits R-Z
Raspberries,1/2 cup,1.0,1.0,0.0,0.0,0.0,0.02,0.25,Fruits R-Z
"Raw, red",3/4 cup,1.0,0.57,0.0,0.0,0.0,0.05,0.14,Fruits R-Z
Rhubarb sweetened,1 cup,1.0,1.4259259259259258,0.003703703703703704,0.0,0.0,0.007037037037037037,0.362962962962963,Fruits R-Z
Strawberries,1 cup,1.0,1.066079295154185,0.004405286343612335,0.0,0.0,0.005726872246696035,0.2643171806167401,Fruits R-Z
Raw,1 cup,1.0,0.3624161073825503,0.0,0.0,0.0,0.012751677852348993,0.08053691275167785,Fruits R-Z
Tangerines,I med.,1.0,0.3508771929824561,0.008771929824561403,0.0,0.0,0.008771929824561403,0.08771929824561403,Fruits R-Z
Watermelon,1 wedge,1.0,0.12972972972972974,0.002162162162162162,0.001081081081081081,0.0,0.003891891891891892,0.03135135135135135,Fruits R-Z
Biscuits,1,1.0,3.4210526315789473,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.0,0.47368421052631576,"Breads, cereals, fastfood,grains"
Bran flakes,1 cup,1.0,4.68,0.12,0.0,0.0,0.004,1.28,"Breads, cereals, fastfood,grains"
"Bread, cracked wheat",1 slice,1.0,2.608695652173913,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.004347826086956522,0.5217391304347826,"Breads, cereals, fastfood,grains"
Rye,1 slice,1.0,2.391304347826087,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.004347826086956522,0.5217391304347826,"Breads, cereals, fastfood,grains"
"White, 20 slices, or",1-lb. loaf,1.0,2.698237885462555,0.08590308370044053,0.03303964757709251,0.02643171806167401,0.019823788546255508,0.5044052863436124,"Breads, cereals, fastfood,grains"
Whole-wheat,1-lb. loaf,1.0,2.4229074889867843,0.10572687224669604,0.030837004405286344,0.022026431718061675,0.1486784140969163,0.47577092511013214,"Breads, cereals, fastfood,grains"
Whole-wheat,1 slice,1.0,2.391304347826087,0.08695652173913043,0.043478260869565216,0.0,0.013478260869565217,0.4782608695652174,"Breads, cereals, fastfood,grains"
Corn bread ground meal,1 serving,1.0,2.0,0.06,0.08,0.04,0.006,0.3,"Breads, cereals, fastfood,grains"
Cornflakes,1 cup,1.0,4.4,0.08,0.0,0.0,0.004,1.0,"Breads, cereals, fastfood,grains"
Corn grits cooked,1 cup,1.0,0.49586776859504134,0.03305785123966942,0.0,0.0,0.0008264462809917356,0.1115702479338843,"Breads, cereals, fastfood,grains"
Corn meal,1 cup,1.0,3.0508474576271185,0.07627118644067797,0.03389830508474576,0.01694915254237288,0.013559322033898306,0.6271186440677966,"Breads, cereals, fastfood,grains"
Crackers,2 med.,1.0,3.9285714285714284,0.07142857142857142,0.07142857142857142,0.0,0.0,0.7142857142857143,"Breads, cereals, fastfood,grains"
"Soda, 2 1/2 square",2,1.0,4.090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.7272727272727273,"Breads, cereals, fastfood,grains"
Farina,1 cup,1.0,0.4411764705882353,0.012605042016806723,0.0,0.0,0.03361344537815126,0.09243697478991597,"Breads, cereals, fastfood,grains"
Flour,1 cup,1.0,4.181818181818182,0.35454545454545455,0.2,0.0,0.026363636363636363,0.3,"Breads, cereals, fastfood,grains"
Wheat (all purpose),1 cup,1.0,3.6363636363636362,0.10909090909090909,0.00909090909090909,0.0,0.002727272727272727,0.7636363636363637,"Breads, cereals, fastfood,grains"
Wheat (whole),1 cup,1.0,3.25,0.10833333333333334,0.016666666666666666,0.0,0.02333333333333333,0.6583333333333333,"Breads, cereals, fastfood,grains"
Macaroni,1 cup,1.0,1.1071428571428572,0.03571428571428571,0.007142857142857143,0.0,0.0007142857142857143,0.22857142857142856,"Breads, cereals, fastfood,grains"
Baked with cheese,1 cup,1.0,2.159090909090909,0.08181818181818182,0.11363636363636363,0.10909090909090909,0.0,0.2,"Breads, cereals, fastfood,grains"
Muffins,1,1.0,2.8125,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.0,0.3958333333333333,"Breads, cereals, fastfood,grains"
Noodles,1 cup,1.0,1.25,0.04375,0.0125,0.0125,0.000625,0.23125,"Breads, cereals, fastfood,grains"
Oatmeal,1 cup,1.0,0.635593220338983,0.0211864406779661,0.012711864406779662,0.00847457627118644,0.01949152542372881,0.11016949152542373,"Breads, cereals, fastfood,grains"
"Pancakes 4"" diam.",4,1.0,2.314814814814815,0.06481481481481481,0.08333333333333333,0.0,0.000925925925925926,0.25925925925925924,"Breads, cereals, fastfood,grains"
"Wheat, pancakes 4"" diam.",4,1.0,2.314814814814815,0.06481481481481481,0.08333333333333333,0.0,0.000925925925925926,0.25925925925925924,"Breads, cereals, fastfood,grains"
"Pizza 14"" diam.",1 section,1.0,2.4,0.10666666666666667,0.08,0.06666666666666667,0.0,0.30666666666666664,"Breads, cereals, fastfood,grains"
Popcorn salted,2 cups,1.0,5.428571428571429,0.10714285714285714,0.25,0.07142857142857142,0.017857142857142856,0.7142857142857143,"Breads, cereals, fastfood,grains"
Puffed rice,1 cup,1.0,3.9285714285714284,0.0,0.0,0.0,0.0,0.8571428571428571,"Breads, cereals, fastfood,grains"
Puffed wheat presweetened,1 cup,1.0,3.75,0.03571428571428571,0.0,0.0,0.02142857142857143,0.9285714285714286,"Breads, cereals, fastfood,grains"
Rice,1 cup,1.0,3.5961538461538463,0.07211538461538461,0.014423076923076924,0.0,0.005769230769230769,0.7403846153846154,"Breads, cereals, fastfood,grains"
Converted,1 cup,1.0,3.620320855614973,0.0748663101604278,0.0,0.0,0.0021390374331550803,0.7593582887700535,"Breads, cereals, fastfood,grains"
White,1 cup,1.0,3.6230366492146597,0.07329842931937172,0.0,0.0,0.0015706806282722511,0.7853403141361257,"Breads, cereals, fastfood,grains"
Rice flakes,1 cup,1.0,3.8333333333333335,0.06666666666666667,0.0,0.0,0.0033333333333333335,0.8666666666666667,"Breads, cereals, fastfood,grains"
Rice polish,1/2 cup,1.0,2.64,0.12,0.12,0.0,0.024,0.56,"Breads, cereals, fastfood,grains"
Rolls,1 large,1.0,8.22,0.06,0.24,0.22,0.002,0.46,"Breads, cereals, fastfood,grains"
of refined flour,1,1.0,3.026315789473684,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.0,0.5263157894736842,"Breads, cereals, fastfood,grains"
whole-wheat,1,1.0,2.55,0.1,0.025,0.0,0.0025,0.5,"Breads, cereals, fastfood,grains"
Spaghetti with meat sauce,1 cup,1.0,1.14,0.052,0.04,0.024,0.002,0.14,"Breads, cereals, fastfood,grains"
with tomatoes and cheese,1 cup,1.0,0.84,0.024,0.02,0.012,0.002,0.144,"Breads, cereals, fastfood,grains"
Spanish rice,1 cup,1.0,0.868,0.016,0.016,0.0,0.0048,0.16,"Breads, cereals, fastfood,grains"
Shredded wheat biscuit,1,1.0,3.5714285714285716,0.10714285714285714,0.03571428571428571,0.0,0.024999999999999998,0.8214285714285714,"Breads, cereals, fastfood,grains"
Waffles,1,1.0,3.2,0.10666666666666667,0.12,0.013333333333333334,0.0013333333333333335,0.4,"Breads, cereals, fastfood,grains"
Wheat germ,1 cup,1.0,3.6029411764705883,0.25,0.10294117647058823,0.04411764705882353,0.03676470588235294,0.5,"Breads, cereals, fastfood,grains"
